Destination
Kithulgala Rafting
Namunukula Pass
Namunukula Forest Lookout
Riverston Peak
Ohiya Scenic Stop
Diyaluma Falls
Bambarakanda Falls
Ravana Falls
St Clair's Falls
Devon Falls
Aberdeen Falls
Bakers Falls
Galboda Falls
Ramboda Waterfalls
Bopath Ella (Bopath Falls)
Lovers Leap Falls
Alagalla Mountain Range
Laxapana Falls
Galpoththa Natural Water Slide
Kadiyanlena Falls
Geradi Ella
Dothalugala Falls
Pareiyan Ella
Elgin Falls
Gartmore Falls
Kirindi Ella
Koslanda Falls
Surathali Ella
Udugama Falls
Thudugala Ella
Wangedigala Falls
Bulathkohupitiya Falls
Kithulgala River
Kelani River Viewpoints
Mahaweli River Banks
Gin River
Nilwala River
Deduru Oya Reservoir
Victoria Dam
Rantembe Dam Area
Udawalawa Reservoir
Sorabora Lake
Kala Wewa
Parakrama Samudraya
Bundala Lagoon
Madu River Safari
Maduru Oya
Gal Oya
Kirindi Oya
Nawathispane River
Hatton Waterways
Belihuloya River Stretch
Kalu Ganga Banks
Uma Oya Area
Maskeliya Reservoir
Chandrika Wewa
Ridiyagama Reservoir
Yala National Park
Udawalawa National Park
Wilpattu National Park
Minneriya National Park
Kaudulla National Park
Horton Plains National Park9889
Kumana National Park
Bundala National Park
Wasgamuwa National Park
Gal Oya National Park
Maduru Oya National Park
Lahugala Kitulana
Sinharaja Forest Reserve
Knuckles Conservation Forest
Ridiyagama Safari Park
Anawilundawa Wetland Sanctuary
Kalametiya Bird Sanctuary
Bellanwila Wetland Park
Muthurajawela Marsh
Hanthana International Bird Park
Ridiyagama Ssafaasda
Pinnawala Elephant Orphanage
Pinnawala Zoo
Rekawa Turtle Watch 
Galbokka Sea Turtle Hatchery
Madunagala Hot Springs
Girithale Nature Park
Sigiriya The Ancient Rock Fortress
Pigeon Island National Park
Sembuwatta Lake
Udawattekele Sanctuary
Nilgala Forest Area
Nimalawa Sanctuary
Madukanda Wildlife Area
Kokkilai Lagoon Birds
Pomparippu Wetlands
Oddusuddan Forest Area
Tabulam Forest Patch
Nachchaduwa Sanctuary
Galgiriyakanda Forest
Sigiri
Polonnaruwa Ancient City
Anuradhapura S
Yapahuwa Rock Fortress
Mihintale
Ritigala Forest Monastery
Dambulla Cave Temple
Avukana Buddha Statue
Isurumuniya Temple
Jethavanaramaya
Temple of the Sacred Tooth Relic
Peradeniya Botanical Garden
Ancient City of Polonnaruwa
Temple of the Gadaladenia
Embekke Devalaya
Galle Dutch Fort
Dutch Reformed Church
Colombo National Museum
Gangaramaya Temple
Independence Memorial Hall
Nallur Kovil
Jaffna Fort
Nagadeepa Rajamaha Viharaya
Keerimalai Hot Springs
Mannar Fort
Kataragama Temple
Mulkirigala Rock Temple
Buduruwagala Temple
Munneswaram Kovil Temple
Mannar Baobab Tree
St. Anne's National Shrine
Dondra Lighthouse
Aluvihara Rock Cave Temple
Kelaniya Raja Maha Viharaya
Seetha Amman Temple
Dutch Fort Kalpitiya
Victoria Park of Nuwara Eliya
Matara Star Fort
Sathmahal Prasada
Thirukoneswaram Kovil
Lotus Pond
Moragahakanda Reservoir
Lankatilaka Temple
Gal Vihara
Rankoth Vehera
Vatadage
Sandakada Pahana Polonnaruwa
Nissanka Latha Mandapaya
Archaeological Museum
Weijantha Prasada
Thivanka Image House
Statue of Parakramabahu I
Seruvila Mangala Raja Maha Vihara
Thanthirimale Rajamaha Viharaya
Kudumbigala Monastery
Sithulpawwa
Medirigiriya Vatadage
Lankathilaka Image House
Jaffna Library
Kandy War Cemetery
Galle Fort Lighthouse
Dutch Hospital Shopping Precinct Galle
Martin Wickramasinghe Folk Museum Complex
Rumasalla Mountain
Whale Watching Mirissa
Jami Ul-Alfar Mosque
St Lucia's Cathedral colombo
Trincomalee War Cemetery
Old Parliament Building Colombo
Beira Lake 
Meemure Village
Riverston 
Belihuloya Hills
Ohiya Village
Rangala Village
Kalawana Rainforest Area
Rakwana Village
Deniyaya
Madulsima Hobbit Resort
Mandaram Nuwara
Bogawanthalawa
Maskeliya Rural Trails
Hapugastalawa
Sigiriya Village Trails
Hiriwadunna Village Safari
Dambana (Vedda Village)
Nilaveli Village Trails
Panama Village
Okanda Fishing Village
Kudumbigala Forest Trails
Galenbindunuwewa
Medirigiriya
Aranayaka
Kitulgala Village
Kalpitiya Lagoon Village
Mannar Island Villages
Delft Island Village
Iranamadu Area
Mullaitivu Lagoon
Kokilai Fishing Villages
Kuchchaveli Village
Kitharana Rural Area
Moragahapallama
Wilgamuwa Village
Padiyathalawa
Lahugala Village
Siyambalanduwa
Monaragala Countryside
Buttala Rural Fields
Thanamalwila Village
Udawalawa Village
Sevanagala Sugarcane Area
Inginiyagala
Bibile
Maha Oya
Rambukkana Rural
Mawanella Rural Hills
Galaha Village
Madulkele
Rattota
Kilinochchi Countryside
Omantai
Vavuniya Nature Spots
Anuradhapura Lake Villages
Panduwasnuwara Ruins
Nikaweratiya
Alawwa
Nikadalupotha
Warakapola
Arugam Bay Backroads
Mahawewa Village
Kongala Forest
Kataragama Jungle Trails
Ussangoda National Park
Dehiwala Zoo
Kuchchaveli Coastal Forest
Madampe Lagoon
Rekawa Lagoon
Galmadugama
Handapanagala Lake Area
One Galle Face
Colombo City Centre (CCC) 
Crescat Boulevard Mall
Liberty Plaza 
Majestic City (MC)
Marino Mall Colombo
Arcade Independence Square
Dutch Hospital Shopping Precinct
Racecourse Shopping Complex 
Pettah Floating Market Area
Unity Plaza Colombo
Pettah 
Colombo Gold Centre
Liberty Arcade
Colombo Lotus Tower
Galle Face Green
Viharamahadevi Park
Diyatha Uyana (Battaramulla)
Parliament Grounds View Area
Beira Lake Walk
Port City Colombo Promenade
Nelum Pokuna Theatre
Bandaranaike Memorial International Conference Hall
Kandy City Centre (KCC Mall)
Odel Mall  Kandy
Kandy Market Hall
Negombo Fish Market Complex
Jaffna Market
Cargills Square  Jaffna
Manalkadu Beach
Kankesanthurai Beach
Water World Lanka
Leisure World Water Park
Pearl Bay
Wedasiti Kanda Viharaya
Ruwanwelisaya
Jaya Sri Maha Bodhi
Abayagiriya Stupa
Kalu Diya Pokuna Natural Black Water Pond
Ranmasu Uyana
Twin Baths (Kuttam Pokuna)
Sakwala Chakraya (Star Gate)
Samadhi Statue
Dagoba of Thuparama
Lovamahapaya
Mirisaveti Stupa
Vessagiriya Ruins
Moonstone or Sandakada pahana
Galle International Cricket Stadium
Mahinda Rajapaksa International Cricket Stadium
Paikiasothy Saravanamuttu Stadium
Pallekele International Cricket Stadium
Rangiri Dambulla International Stadium
R. Premadasa Stadium
